 id|name|oper|city|st|zip_fixed|lat|lng|fy09|fy08|fy07|fy06|fy05|fy04|fy03|fy02|fy01|fy00|fy99|fy98|fy97|fy96|fy95|fy94|fy93|fy92|fy91|fy90|fy89|fy88|fy87|fy86|fy85|fy84|fy83|fy82|fy81 
378|JACKSON COUNTY JAIL||MARIANNA|FL||30.7743596|-85.2268735|0|0|0|0|0|0|0|0|0|0|0|44|10|1|3|8|0|0|0|0|0|0|0|0|0|0|0|0|0
386|JEFFERSON COUNTY JAIL|County|OSKALOOSA|KS|66066|39.215277|-95.3127498|0|0|0|0|0|9|15|11|12|6|4|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
391|FT. BEND COUNTY JAIL||RICHMOND|TX||29.5821811|-95.7607832|0|0|0|0|0|0|0|7|15|23|9|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
395|MILLER COUNTY JAIL|County|TEXARKANA|AR|71854|33.4417915|-94.0376881|11|20|8|5|5|7|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
57|BRISTOL CNTY NDARTMOUTH|County|NORTH DARTMOUTH|MA|02748|41.565462|-70.9903438|179|227|164|89|105|145|177|120|64|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
411|ORR FOSTER CARE|ORR|WASHINGTON|DC|20447|38.92|-76.99|24|20|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
418|MONTAGUE COUNTY JAIL||MONTAGUE|TX||33.6460993|-97.6982272|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|19|20|3|0|0|0|0|0|0|0|0|0
445|BAL D D & P|Federal|BALTIMORE|MD|21227|39.2396095|-76.6816962|8|10|6|5|4|3|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
461|MARTIN COUNTY JAIL|County|STUART|FL|34994|27.197548|-80.2528257|0|0|0|0|0|0|0|0|0|0|0|0|2|4|4|23|0|0|0|0|0|0|0|0|0|0|0|0|0
490|NH STATE PRISON FOR WOMEN|State|GOFFSTOWN|NH|03045|43.0209998|-71.5486562|0|0|0|0|0|0|2|0|4|9|5|2|1|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0
468|MARION COUNTY JAIL|County|INDIANAPOLIS|IN|46204|39.7713425|-86.1573709|7|8|0|0|2|3|3|4|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
473|RICE COUNTY DET CENTER|County|LYONS|KS|67554|38.3450104|-98.2017268|16|13|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
474|MSCO DURANGO FACILITY||PHOENIX|AZ||33.4483771|-112.0740373|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|12|8|2|2|0|0|0|0|0|0|0|0
499|SANGAMON COUNTY JAIL|County|SPRINGFIELD|IL|62701|39.7994917|-89.6498742|0|0|0|1|0|0|1|3|7|3|0|4|2|0|0|0|0|3|0|0|1|0|0|0|0|0|0|0|0
515|NUECES COUNTY JAIL||CORPUS CHRISTI|TX||27.8005828|-97.396381|0|0|0|0|0|0|0|0|0|0|0|3|7|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
518|ST. FRANCOIS COUNTY JAIL|County|FARMINGTON|MO|63640|37.7808846|-90.4217895|0|0|0|0|1|1|0|0|1|2|5|10|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
526|ONTARIO COUNTY JAIL|County|CANANDAIGUA|NY|14424|42.8742314|-77.2880382|5|11|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
534|MEDINA CNTY JUVENILE CORR|County|HONDO|TX|78861|29.3474565|-99.1414249|0|0|0|0|0|0|3|6|8|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
549|ORLEANS PARISH JUVENILE FAC|County|NEW ORLEANS|LA|70119|29.9798049|-90.0886948|0|0|0|0|0|0|0|0|0|0|0|4|4|3|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0
556|STUTSMAN CO. JAIL, ND|County|JAMESTOWN|ND|58401|46.9105438|-98.7084357|0|0|0|0|0|0|0|0|0|0|16|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
558|LAMOILLE COUNTY JAIL||HYDE PARK|VT||44.5939405|-72.6165053|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|10|6|1|0|0|0|0|0|0|0|0|0|0|0
566|LANE CO JAIL|County|EUGENE|OR|97401|44.0637173|-123.0847061|6|4|0|0|0|0|1|2|1|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
573|GRIMES COUNTY SHERIFF'S DEPT.|County|ANDERSON|TX|77830|30.487147|-95.9868986|0|0|0|2|4|8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
581|FRANKLIN COUNTY JAIL|County|MALONE|NY|12953|44.8486596|-74.2948983|0|0|0|0|0|0|0|0|0|1|0|6|6|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
542|BAKERFIELD HOLD|Federal|BAKERSFIELD|CA|44311|35.3732921|-119.0187125|11|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
350|WEST TEXAS DETENTION FACILITY|Regional and Federal Facilities|SIERRA BLANCA|TX|79851|31.1745732|-105.3571764|0|63|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
145|MISSISSIPPI COUNTY DETENTION CENTE|County|CHARLESTON|MO|63834|36.9208854|-89.350631|50|35|33|32|40|52|59|49|17|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
229|NORTH COUNTY JAIL|County|OAKLAND|CA|94607|37.8091431|-122.2909078|0|0|0|0|0|0|0|0|4|11|53|63|35|18|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0
268|SOUTHWEST KEY - HOUSTON|ORR|HOUSTON|TX|77028|29.8341518|-95.2788926|20|19|28|27|37|18|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
432|CRITTENDEN SERVICES|ORR|FULLERTON|CA|92832|33.8733037|-117.9307584|27|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
506|HANCOCK COUNTY JAIL, WV||NEW CUMBERLAND|WV||40.4967329|-80.6067392|0|0|0|0|0|0|0|0|0|0|0|0|4|3|2|2|4|5|5|0|0|0|0|0|0|0|0|0|0
26|ORLEANS PARISH SHERIFF|County|NEW ORLEANS|LA|70119|29.9798049|-90.0886948|50|67|67|37|46|184|290|153|159|167|207|447|328|302|269|230|107|9|2|0|0|0|0|0|0|0|0|0|0
44|BERKS COUNTY JAIL, PA|County|LEESPORT|PA|19533|40.4470377|-75.9663221|27|31|27|24|43|109|120|118|176|215|207|188|246|148|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0
108|SNYDER COUNTY JAIL|County|SELINS GROVE|PA|17870|40.8318855|-76.8951551|0|2|5|0|4|19|32|54|71|85|97|82|68|33|13|9|0|0|0|0|0|0|0|0|0|0|0|0|0
141|EAST FELICIANA PAR. PRISON||CLINTON|LA||30.8657362|-91.0156594|0|0|0|0|0|0|4|11|13|22|19|39|33|6|9|19|21|48|61|54|34|1|0|0|0|0|0|0|0
168|SACRAMENTO COUNTY JAIL|County|SACRAMENTO|CA|95814|38.5824933|-121.4941738|33|19|50|35|47|48|43|42|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
330|ATCHINSON COUNTY JAIL|County|ATCHINSON|KS|66002|39.5630521|-95.1216356|0|0|0|0|0|16|23|31|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
371|BETHANY C.S.,GRAND RAPIDS|ORR|GRAND RAPIDS|MI|49501|42.9704267|-85.6727369|11|4|1|2|2|2|0|0|0|1|1|4|8|10|11|11|0|0|0|0|0|0|0|0|0|0|0|0|0
388|WAYNE COUNTY JAIL|County|LYONS|NY|14489|43.0642305|-76.9902456|13|20|9|8|0|0|0|0|0|0|0|2|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
393|CHAUTAUQUA COUNTY JAIL|County|MAYVILLE|NY|14757|42.2539469|-79.5044913|5|8|5|0|0|0|0|1|2|3|0|2|1|2|2|0|4|6|6|6|2|3|0|0|0|0|0|0|0
98|BARRETT HONOR CAMP|County|ALPINE|CA|75633|32.8350521|-116.7664109|0|0|0|0|0|0|1|1|40|149|159|127|110|71|49|27|4|1|1|1|1|1|1|0|0|0|0|0|0
347|ST MARTIN PARISH MEDICAL|County|ST MARTINVILLE|LA|70282|30.125|-91.8305556|0|0|0|2|6|7|8|9|12|9|13|11|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
353|CHEROKEE COUNTY JAIL|County|CENTRE|AL|35690|34.1520406|-85.6788531|0|0|0|0|0|4|12|20|20|18|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
410|WYOMING COUNTY JAIL|County|WARSAW|NY|14569|42.740061|-78.1327881|0|0|2|3|2|2|0|2|0|3|4|6|12|13|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0
427|WASHINGTON COUNTY JAIL|County|STILLWATER|MN|55082|45.0565|-92.822175|0|0|0|1|2|14|18|2|0|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
439|MONROE COUNTY JAIL|County|ROCHESTER|NY|14614|43.153975|-77.6120835|0|2|2|2|0|0|0|0|0|0|0|1|2|1|0|1|3|6|10|9|0|0|0|0|0|0|0|0|0
455|STONE COUNTY JAIL|County|GALENA|MO|65656|36.8053375|-93.466579|0|0|0|0|0|6|14|10|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
517|CHELAN CO. REGIONAL JAIL|County|WENATCHEE|WA|98801|47.4234599|-120.3103494|4|4|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0
535|STATE COR CTR ANNEX ANCHO|State|ANCHORAGE|AK|99501|61.2237855|-149.8702209|0|0|2|2|2|3|1|2|0|1|0|3|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
553|LOS ANGELES CITY JAIL||LOS ANGELES|CA||34.0522342|-118.2436849|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|16|0|0|0|0|0|0|0|0|0
586|HENDERSON COUNTY DET. FAC.|County|HENDERSONVILLE|NC|28739|35.3187279|-82.4609528|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
592|PEARL RIVER P.D., PEARL RIVER, LA||PEARL RIVER|LA||30.3760264|-89.7483972|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|8|6|0|0|0|0|0|0
65|HUTTO CCA|Corrections Corporation of America|TAYLOR|TX|76574|30.5707551|-97.4094438|325|252|321|136|0|91|14|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22|OAKDALE FED. DET. CENTER|Regional and Federal Facilities|OAKDALE|LA|71463|30.8160276|-92.660421|0|0|18|54|39|58|93|139|163|222|238|213|237|184|184|96|92|135|110|50|50|167|738|267|0|0|0|0|0
191|MONTGOMERY CNTY JAIL, PA|County|NORRISTOWN|PA|19404|40.12|-75.34|0|0|3|3|5|33|40|51|67|60|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
559|SEDGWICK COUNTY JAIL|County|WICHITA|KS|67203|37.7006858|-97.3678624|0|0|0|0|0|0|1|1|2|3|2|4|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
575|LUTHERAN COMMUNTIY SERVICES NW|ORR|NORTH SEATTLE|WA|98109|47.6288591|-122.3456919|4|7|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
600|FRANKLIN COUNTY JAIL||COLUMBUS|OH||39.9611755|-82.9987942|0|0|0|0|0|0|0|0|7|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
605|ST JEROME'S GROUP HOME|ORR|HOUSTON|TX|77056|29.7484861|-95.4699173|2|6|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
611|SUWANNEE COUNTY JAIL||LIVE OAK|FL||30.2949457|-82.98402|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
616|DESOTO COUNTY JAIL||HERNANDO|MS||34.823987|-89.9937018|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|9|0|0|0|0|0|0|0|0
627|SALT LAKE COUNTY - OXBOW||SALT LAKE CITY|UT||40.7607793|-111.8910474|0|0|0|0|0|0|0|0|0|0|3|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
641|JACKSONVILLE SUB-OFFICE|Federal|JACKSONVILLE|FL|32216|30.2906907|-81.5706109|5|4|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
646|ROCK ISLAND COUNTY JAIL|County|ROCK ISLAND|IL|61201|41.5094771|-90.5787476|1|0|0|0|0|0|0|3|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
657|ARAPAHOE COUNTY JAIL|County|LITTLETON|CO|80120|39.5897283|-105.0031457|0|3|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
662|SCHNECTADY COUNTY JAIL|County|SCHNECTADY|NY|12307|42.8065128|-73.9330429|0|0|0|0|0|0|0|2|0|3|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
668|DADE COUNTY CORRECTIONAL|County|MIAMI|FL|33034|25.413625|-80.6770787|0|0|0|0|0|0|0|3|1|2|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
673|HAMPDEN CO.HOUSE OF CORR.||LUDLOW|MA||42.1600936|-72.475919|0|0|0|0|0|0|0|0|0|0|0|1|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
679|ROCKBRIDGE||LEXINGTON|VA||37.7840208|-79.4428157|0|0|0|0|0|0|0|0|0|0|0|0|2|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
680|SAN MIGUEL COUNTY DET CTR||LAS VEGAS|NM||35.5939325|-105.2238969|0|0|0|0|0|0|0|0|0|0|0|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
686|FT. POLK ARMY BASE, FT. POLK, LA||FT. POLK|LA||31.0465776|-93.2054396|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|0|0|0|0|0|0
697|SAN LUIS VALLEY COMM CORR||ALAMOSA|CO||37.4694491|-105.8700214|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|2|0|0|0|0|0|0|0|0|0|0|0
702|MONTGOMERY COUNTY JAIL|County|FONDA|NY|12068|42.9545179|-74.3765241|0|0|0|1|0|0|0|2|0|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
707|HILLSBOROUGH COUNTY JAIL|County|TAMPA|FL|33619|27.9363828|-82.3777335|0|0|0|0|0|0|0|0|0|0|1|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
712|FAYETTE COUNTY DETENTION CENTER|County|LEXINGTON|KY|40510|38.0765476|-84.5955732|0|0|0|0|0|2|2|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
718|VALLEY BAPTIST HOSPITAL|Hospital|HARLINGEN|TX|78550|26.2848429|-97.6765157|0|0|0|0|0|0|0|1|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
729|BENTON COUNTY DETENTION CENTER|County|BENTONVILLE|AR|72712|36.3728538|-94.2088172|0|0|0|0|0|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
734|GASTON COUNTY JAIL|County|GASTONIA|NC|28052|35.185338|-81.2739073|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
740|SCI GRATERFORD, PA||GRATERFORD|PA||40.225556|-75.455|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|0|0|0|0|0|0
745|SANTA CRUZ CO. JAIL - PHO|County|NOGALES|AZ|85621|31.3403775|-110.9342532|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|0
751|HURON CO, BAD AXE, MI.||BAD AXE|MI||43.8019592|-83.0007774|0|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
597|VAN BUREN TOWNSHIP PD|City or Municipality|BELLEVILLE|MI|48111|42.2047619|-83.4852133|0|0|0|0|0|10|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
652|SOUTHWEST KEY (JUVENILE)|Regional and Federal Facilities|DOVER|DE|19904|39.158168|-75.5243682|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
259|FT LAUDERDALE CITY JAIL|City or Municipality|FT.LAUDERDALE|FL|33312|26.0898957|-80.1819268|0|0|0|0|0|2|7|22|14|25|18|14|15|9|11|16|8|0|0|0|0|0|0|0|0|0|0|0|0
228|CUMBERLAND COUNTY JAIL|County|PORTLAND|ME|04102|43.6632805|-70.310958|34|42|34|2|1|2|8|12|11|7|17|10|8|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
475|CORRIGAN CORR INST|State|UNCASVILLE|CT|06382|41.43444|-72.11028|0|0|0|4|6|8|7|0|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
208|OZAUKEE COUNTY JAIL|County|PORT WASHINGTON|WI|53074|43.3872247|-87.875644|0|0|0|0|64|69|58|52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
225|NORTHERN NEV CORR CTR||CARSON CITY|NV||39.1637984|-119.7674034|0|0|0|0|0|0|0|0|0|0|0|0|0|29|26|28|28|31|25|17|18|0|0|0|0|0|0|0|0
244|PHELPS COUNTY JAIL|County|HOLDREDGE|NE|68949|40.3727913|-99.4117197|34|35|34|34|26|4|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
273|PALM BEACH COUNTY JAIL|County|WEST PALM BEACH|FL|33408|26.8520904|-80.0590804|21|25|17|15|0|8|9|10|13|16|10|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
290|CARTER COUNTY, ARDMORE OK|County|ARDMORE|OK|73401|34.1742611|-97.1436254|0|0|0|0|0|0|0|0|0|5|6|14|19|2|0|3|14|27|26|14|0|0|0|0|0|0|0|0|0
307|SALT LAKE COUNTY JAIL|County|SALT LAKE CITY|UT|84190|40.7266023|-111.8874136|3|7|5|5|6|19|22|25|8|3|2|1|0|0|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0
314|PHI DISTRICT OFFICE|Federal|PHILADELPHIA|PA|19130|39.9682609|-75.1749671|6|7|8|6|5|4|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|9|20|13|5|4|4|3
504|NORTHERN OREGON JUV.DET.|ORR|THE DALLES|OR|97058|45.5945645|-121.1786823|7|5|1|0|0|3|2|1|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
756|RAMADA HOTEL|Hotel|EAST BOSTON|MA|02128|42.3750973|-71.0392173|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
765|MERRIMACK COUNTY JAIL|County|BOSCAWAN|NH|03301|43.2086343|-71.5486562|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
853|TAUNTON STATE HOSPITAL|State|TAUNTON|MA|02780|41.9125011|-71.1092012|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
720|HALL CO JAIL|County|GAINSVILLE|GA|30504|34.2793659|-83.9003022|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
823|BUFFALO COUNTY JAIL||ALMA|WI||44.3199654|-91.9148839|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
761|TREMPEALEAU COUNTY JAIL||WHITEHALL|WI||44.367461|-91.3165482|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|0|0|0|0
771|PUEBLO COUNTY JAIL|County|PUEBLO|CO|81003|38.2883142|-104.6412925|0|0|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
776|BP STA BELLINGHAM|Federal|BELLINGHAM|WA|98227|48.75|-122.48|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
865|LAS VEGAS HOLD ROOM|Federal|LAS VEGAS|NV|89102|36.1462673|-115.1829873|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
875|TOM GREEN CTY JAIL|County|SAN ANGELO|TX|76903|31.4846812|-100.4508956|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
32|WACKENHUT CORRECTIONS CORP|GEO Group, Inc|POMPANO BEACH|FL|33073|26.3003637|-80.1819268|568|525|504|348|156|136|134|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|IES SHELTER|ORR|LOS FRESNOS|TX|77566|26.0717438|-97.4763733|319|322|306|227|195|160|133|70|81|82|79|75|52|49|45|45|41|52|67|11|1|0|0|0|0|0|0|0|0
77|ATLANTA PRETRIAL DETN CTR|City or Municipality|ATLANTA|GA|30303|33.755711|-84.3883717|171|175|155|158|146|103|1|29|6|1|2|20|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
78|ST. ELIZABETH'S HOSPITAL, DISTRICT||WASHINGTON|DC||38.8951118|-77.0363658|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|72|97|99|113|142|116|109|82|52|27|19|15|7|3
79|BASILE DETENTION CENTER|County|BASILE|LA|70515|30.4852012|-92.5959723|389|535|29|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
82|DODGE COUNTY JAIL, JUNEAU|County|JUNEAU|WI|53039|43.4055504|-88.7051037|166|166|123|95|88|163|97|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
119|MONROE COUNTY JAIL|County|KEY WEST|FL|33040|24.5557025|-81.7825914|40|36|48|41|53|38|60|51|27|48|43|32|0|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
120|CLAY COUNTY JAIL|County|GREENCOVE SPRING|FL|32043|29.9456874|-81.734942|0|0|0|46|69|123|128|119|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
121|TUCSON INS HOLD ROOM|Federal|TUCSON|AZ|85706|32.1482822|-110.9327809|16|13|42|53|60|60|45|28|20|15|12|12|8|29|37|26|18|11|6|5|3|3|3|2|0|0|0|0|0
167|RAPP SEC CENTER|Regional and Federal Facilities|STAFFORD|VA|22404|38.3059409|-77.4801329|0|1|0|0|4|22|36|42|32|26|40|56|41|16|0|0|0|0|0|0|9|3|0|0|0|0|0|0|0
164|LINN COUNTY JAIL|County|CEDAR RAPIDS|IA|52407|41.9799999|-91.66|0|29|29|31|28|16|26|41|46|34|30|16|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
169|BUTLER COUNTY JAIL|County|HAMILTON|OH|45011|39.3995008|-84.5613355|192|113|0|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
211|TORRANCE/ESTANCIA, NM|Corrections Corporation of America|ESTANCIA|NM|87016|34.7583934|-106.0558506|119|77|11|5|3|7|9|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
210|MARIANNA FED.CORR.INST.|Regional and Federal Facilities|MARIANNA|FL|32446|30.7743596|-85.2268735|0|0|0|0|0|1|0|0|2|2|4|9|10|10|10|14|26|39|52|50|8|2|1|0|0|0|0|0|0
255|GA BAPTIST CHILDREN HOME|Regional and Federal Facilities|MEANSVILLE|GA|30256|33.0492923|-84.3068648|0|0|0|0|30|31|28|16|17|23|17|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
257|POTTAWATTAMIE COUNTY JAIL|County|COUNCIL BLUFFS|IA|51501|41.2208559|-95.8881542|48|18|23|15|7|9|9|20|10|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
304|ST. CROIX COUNTY JAIL||HUDSON|WI||44.9746896|-92.7568703|0|0|0|0|0|0|0|0|0|18|23|27|19|13|5|4|1|1|0|0|0|0|0|0|0|0|0|0|0
305|LIBERTY CTY JUV DET CENTE||LIBERTY|TX||30.057993|-94.7954783|0|0|0|0|0|0|0|3|17|20|27|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
348|HALL COUNTY SHERIFF|County|GRAND ISLAND|NE|68801|40.9222222|-98.3580556|27|0|0|0|0|0|0|6|5|20|15|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
781|CONEJOS COUNTY JAIL|County|CONEJOS|CO|81129|37.0926935|-106.0235043|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
787|US INS/DETENTION & DEPORTATION|Federal|BLOOMINGTON|MN|55425|44.840798|-93.2982799|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
441|NIAGARA COUNTY JAIL|County|LOCKPORT|NY|14094|43.1706128|-78.6903098|1|2|0|0|0|3|3|2|2|0|1|11|5|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21|ELIZABETH CONTRACT D.F.|Corrections Corporation of America|ELIZABETH|NJ|07201|40.6670494|-74.1650991|266|265|298|295|265|246|267|260|273|278|280|249|113|0|237|33|0|0|0|0|0|0|0|0|0|0|0|0|0
792|KERR COUNTY JAIL|County|KERRVILLE|TX|78028|30.0474332|-99.1403189|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
798|KENDALL COUNTY JAIL|County|BOERNE|TX|78006|29.7946641|-98.7319703|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
802|PENNINGTON COUNTY JAIL SD|County|RAPID CITY|SD|57701|44.0805434|-103.2310149|1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
